Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1352,Us-2023-151330,2023-10-14,2023-10-17,First Class,Tc-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149,East,Tec-Ac-10000865,Technology,Accessories,Wd My Passport Ultra 500Gb Portable External Hard Drive,177.0,3,0.0,30.089999999999982
1353,Us-2023-163748,2023-10-14,2023-10-18,Standard Class,Hg-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,Central,Tec-Co-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,5,0.2,624.9875
1354,Us-2023-122021,2023-10-15,2023-10-17,First Class,Ac-10660,Anna Chung,Consumer,United States,Parma,Ohio,44134,East,Fur-Ch-10003761,Furniture,Chairs,Global Italian Leather Office Chair,183.37199999999999,2,0.3,-7.858800000000002
1355,Us-2023-143182,2023-10-15,2023-10-20,Standard Class,Dl-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012,South,Fur-Fu-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384,1,0.2,4.038300000000001
1356,Us-2023-122021,2023-10-15,2023-10-17,First Class,Ac-10660,Anna Chung,Consumer,United States,Parma,Ohio,44134,East,Off-Pa-10002230,Office Supplies,Paper,Xerox 1897,7.968000000000001,2,0.2,2.8884000000000007
1357,Us-2023-109456,2023-10-16,2023-10-17,Same Day,Ls-17245,Lynn Smith,Consumer,United States,San Francisco,California,94110,West,Off-Bi-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,14.352000000000002,3,0.2,5.023199999999999
1358,Us-2023-109456,2023-10-16,2023-10-17,Same Day,Ls-17245,Lynn Smith,Consumer,United States,San Francisco,California,94110,West,Tec-Ac-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3,0.0,86.38560000000001
1359,Us-2023-103086,2023-10-17,2023-10-19,Second Class,Eb-14170,Evan Bailliet,Consumer,United States,Houston,Texas,77095,Central,Fur-Fu-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,5.312,2,0.6,-1.5935999999999995
1360,Us-2023-124394,2023-10-17,2023-10-22,Second Class,Tb-21520,Tracy Blumstein,Consumer,United States,Beaumont,Texas,77705,Central,Off-Bi-10003676,Office Supplies,Binders,"Gbc Standard Recycled Report Covers, Clear Plastic Sheets",10.779999999999996,5,0.8,-17.248000000000008
1361,Us-2023-124394,2023-10-17,2023-10-22,Second Class,Tb-21520,Tracy Blumstein,Consumer,United States,Beaumont,Texas,77705,Central,Tec-Ac-10001314,Technology,Accessories,Case Logic 2.4Ghz Wireless Keyboard,119.97600000000001,3,0.2,-17.99640000000002
1362,Us-2023-110408,2023-10-18,2023-10-20,Second Class,As-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,Fur-Ch-10003774,Furniture,Chairs,"Global Wood Trimmed Manager'S Task Chair, Khaki",545.88,6,0.0,70.96439999999998
1363,Us-2023-115084,2023-10-18,2023-10-22,Standard Class,Ls-17200,Luke Schmidt,Corporate,United States,Texarkana,Arkansas,71854,South,Fur-Ch-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair With Aluminum Finish Frame,605.34,6,0.0,145.2816
1364,Us-2023-143168,2023-10-18,2023-10-23,Second Class,Ig-15085,Ivan Gibson,Consumer,United States,Seattle,Washington,98103,West,Off-Bi-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.344,1,0.2,0.4703999999999999
1365,Us-2023-138450,2023-10-18,2023-10-22,Standard Class,Eh-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Off-En-10001335,Office Supplies,Envelopes,"White Business Envelopes With Contemporary Seam, Recycled White Business Envelopes",52.512,6,0.2,19.692
1366,Us-2023-143168,2023-10-18,2023-10-23,Second Class,Ig-15085,Ivan Gibson,Consumer,United States,Seattle,Washington,98103,West,Off-Pa-10000167,Office Supplies,Paper,Xerox 1925,61.96,2,0.0,27.881999999999998
1367,Us-2023-138450,2023-10-18,2023-10-22,Standard Class,Eh-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Off-Pa-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",10.048000000000002,4,0.2,3.139999999999999
1368,Us-2023-110408,2023-10-18,2023-10-20,Second Class,As-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,Off-St-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34W X 5-1/4D X 20-1/2H",275.96999999999997,3,0.0,11.03879999999998
1369,Us-2023-138450,2023-10-18,2023-10-22,Standard Class,Eh-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Off-St-10003479,Office Supplies,Storage,"Eldon Base For Stackable Storage Shelf, Platinum",186.912,6,0.2,-35.04600000000003
1370,Us-2023-110408,2023-10-18,2023-10-20,Second Class,As-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,Tec-Ph-10002352,Technology,Phones,Avaya Ip Phone 1140E Voip Phone,1394.95,5,0.0,362.68699999999995
1371,Us-2023-155264,2023-10-19,2023-10-22,Second Class,Rp-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,Off-Bi-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,2.9920000000000004,1,0.2,1.1219999999999999
1372,Us-2023-155264,2023-10-19,2023-10-22,Second Class,Rp-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,Off-Bi-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,20.064,6,0.2,7.022399999999999
1373,Us-2023-155264,2023-10-19,2023-10-22,Second Class,Rp-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,Off-La-10002787,Office Supplies,Labels,Avery 480,18.75,5,0.0,9.0
1374,Us-2023-155264,2023-10-19,2023-10-22,Second Class,Rp-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,Off-Pa-10003228,Office Supplies,Paper,Xerox 1917,146.73,3,0.0,68.9631
1375,Us-2023-117317,2023-10-19,2023-10-19,Same Day,Jf-15490,Jeremy Farry,Consumer,United States,Los Angeles,California,90032,West,Off-Pa-10004519,Office Supplies,Paper,Spiral Phone Message Books With Labels By Adams,13.440000000000001,3,0.0,6.585600000000001
1376,Us-2023-155264,2023-10-19,2023-10-22,Second Class,Rp-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,Tec-Ph-10001305,Technology,Phones,Panasonic Kx Ts208W Corded Phone,117.57600000000002,3,0.2,11.75760000000001
1377,Us-2023-100867,2023-10-19,2023-10-24,Standard Class,Eh-14125,Eugene Hildebrand,Home Office,United States,Lakewood,California,90712,West,Tec-Ph-10004922,Technology,Phones,Rca Visys Integrated Pbx 8-Line Router,321.552,6,0.2,20.09700000000001
1378,Ca-2023-125388,2023-10-19,2023-10-23,Standard Class,Mp-17965,Michael Paige,Corporate,Canada,Montreal,Quebec,H1A,East,Fur-Fu-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",117.57600000000002,3,0.2,11.75760000000001
1379,Ca-2023-125388,2023-10-19,2023-10-23,Standard Class,Mp-17965,Michael Paige,Corporate,Canada,Montreal,Quebec,H1A,East,Off-St-10000918,Office Supplies,Storage,Crate-A-Files,56.56,4,0.0,14.71
1380,Ca-2023-100867,2023-10-19,2023-10-24,Standard Class,Eh-14125,Eugene Hildebrand,Home Office,Canada,Vancouver,British Columbia,V6G,West,Tec-Ph-10004922,Technology,Phones,Rca Visys Integrated Pbx 8-Line Router,32.7,3,0.0,8.5
1381,Us-2023-169684,2023-10-20,2023-10-23,First Class,Fh-14365,Fred Hopkins,Corporate,United States,Knoxville,Tennessee,37918,South,Fur-Ta-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59000000000003,3,0.4,-147.8655
1382,Us-2023-137092,2023-10-20,2023-10-22,Second Class,Ls-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,Off-Bi-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,8.681999999999997,1,0.8,-14.759400000000003
1383,Us-2023-137092,2023-10-20,2023-10-22,Second Class,Ls-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,Off-La-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels For Dot Matrix Printers, 5000 Labels Per Box, White",24.424000000000003,1,0.2,7.9378
1384,Us-2023-137092,2023-10-20,2023-10-22,Second Class,Ls-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,Off-Pa-10002109,Office Supplies,Paper,Wirebound Voice Message Log Book,3.808,1,0.2,1.2375999999999996
1385,Us-2023-169684,2023-10-20,2023-10-23,First Class,Fh-14365,Fred Hopkins,Corporate,United States,Knoxville,Tennessee,37918,South,Off-St-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",98.352,3,0.2,-24.588
1386,Us-2023-146703,2023-10-20,2023-10-25,Second Class,Po-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,Off-St-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8W X 5-1/4D X 20-1/2H, Black",211.96,4,0.0,8.478399999999993
1387,Us-2023-137092,2023-10-20,2023-10-22,Second Class,Ls-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,Off-St-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",505.32000000000005,3,0.2,31.582499999999953
1388,Us-2023-137092,2023-10-20,2023-10-22,Second Class,Ls-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653,Central,Tec-Ac-10001606,Technology,Accessories,Logitech Wireless Performance Mouse Mx For Pc And Mac,319.968,4,0.2,71.9928
1389,Us-2023-142587,2023-10-21,2023-10-22,First Class,Tb-21520,Tracy Blumstein,Consumer,United States,Fairfield,Ohio,45014,East,Fur-Ta-10000617,Furniture,Tables,"Hon Practical Foundations 30 X 60 Training Table, Light Gray/Charcoal",409.59000000000003,3,0.4,-122.87700000000004
1390,Us-2023-100916,2023-10-21,2023-10-26,Standard Class,Fh-14275,Frank Hawley,Corporate,United States,Newport News,Virginia,23602,South,Fur-Ta-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,591.32,4,0.0,112.35079999999999
1391,Us-2023-142587,2023-10-21,2023-10-22,First Class,Tb-21520,Tracy Blumstein,Consumer,United States,Fairfield,Ohio,45014,East,Off-Ap-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.79200000000002,4,0.2,13.701599999999988
1392,Us-2023-100916,2023-10-21,2023-10-26,Standard Class,Fh-14275,Frank Hawley,Corporate,United States,Newport News,Virginia,23602,South,Off-Ar-10001022,Office Supplies,Art,Sanford Liquid Accent Tank-Style Highlighters,2.84,1,0.0,0.8803999999999998
1393,Us-2023-169852,2023-10-21,2023-10-26,Standard Class,Sf-20965,Sylvia Foulston,Corporate,United States,San Diego,California,92024,West,Off-Bi-10001460,Office Supplies,Binders,Plastic Binding Combs,36.36,3,0.2,12.2715
1394,Us-2023-100916,2023-10-21,2023-10-26,Standard Class,Fh-14275,Frank Hawley,Corporate,United States,Newport News,Virginia,23602,South,Off-St-10003479,Office Supplies,Storage,"Eldon Base For Stackable Storage Shelf, Platinum",194.7,5,0.0,9.734999999999978
1395,Us-2023-151967,2023-10-22,2023-10-26,Standard Class,Nb-18580,Nicole Brennan,Corporate,United States,Bossier City,Louisiana,71111,South,Fur-Fu-10000193,Furniture,Furnishings,Tenex Chairmats For Use With Hard Floors,129.92,4,0.0,10.393599999999992
1396,Us-2023-110072,2023-10-22,2023-10-28,Standard Class,Mg-17680,Maureen Gastineau,Home Office,United States,Newark,Ohio,43055,East,Fur-Fu-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4,0.2,12.90959999999999
1397,Us-2023-130729,2023-10-24,2023-10-29,Standard Class,Aa-10375,Allen Armold,Consumer,United States,Rancho Cucamonga,California,91730,West,Off-Bi-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder With Round Locking Rings,34.272,3,0.2,11.138399999999999
1398,Us-2023-113047,2023-10-24,2023-10-24,Same Day,Ap-10915,Arthur Prichep,Consumer,United States,Rock Hill,South Carolina,29730,South,Off-Fa-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags And Round Head Tacks,11.850000000000001,3,0.0,3.7919999999999994
1399,Us-2023-108707,2023-10-24,2023-10-29,Standard Class,Db-12910,Daniel Byrd,Home Office,United States,Fort Lauderdale,Florida,33311,South,Off-Pa-10000788,Office Supplies,Paper,Xerox 210,10.368000000000002,2,0.2,3.6288
1400,Us-2023-139542,2023-10-25,2023-10-29,Standard Class,Eh-14185,Evan Henry,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Off-Bi-10000309,Office Supplies,Binders,"Gbc Twin Loop Wire Binding Elements, 9/16"" Spine, Black",13.698000000000002,3,0.7,-9.5886
1401,Us-2023-158400,2023-10-25,2023-10-28,First Class,Ah-10030,Aaron Hawkins,Corporate,United States,San Francisco,California,94109,West,Off-Bi-10002353,Office Supplies,Binders,Gbc Velobind Cover Sets,49.408,4,0.2,18.528
1402,Us-2023-139542,2023-10-25,2023-10-29,Standard Class,Eh-14185,Evan Henry,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Tec-Ac-10001553,Technology,Accessories,"Memorex 25Gb 6X Branded Blu-Ray Recordable Disc, 15/Pack",40.775999999999996,3,0.2,0.5097000000000005
1403,Us-2023-162278,2023-10-26,2023-10-30,Second Class,Ah-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105,West,Fur-Fu-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,63.92,4,0.0,3.195999999999998
1404,Us-2023-162278,2023-10-26,2023-10-30,Second Class,Ah-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105,West,Tec-Ph-10000526,Technology,Phones,Vtech Cs6719,383.96000000000004,5,0.2,38.396000000000015
1405,Us-2023-148285,2023-10-27,2023-11-01,Standard Class,Rd-19810,Ross Devincentis,Home Office,United States,Fayetteville,North Carolina,28314,South,Off-Pa-10000349,Office Supplies,Paper,Easy-Staple Paper,11.952000000000002,3,0.2,4.0338
1406,Us-2023-148285,2023-10-27,2023-11-01,Standard Class,Rd-19810,Ross Devincentis,Home Office,United States,Fayetteville,North Carolina,28314,South,Off-Pa-10001166,Office Supplies,Paper,Xerox 2,10.368000000000002,2,0.2,3.6288
1407,Us-2023-101931,2023-10-28,2023-10-31,First Class,Ts-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,Fur-Bo-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,616.998,6,0.15,-36.294
1408,Us-2023-101931,2023-10-28,2023-10-31,First Class,Ts-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,Off-Bi-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184000000000001,2,0.2,2.244999999999999
1409,Us-2023-101931,2023-10-28,2023-10-31,First Class,Ts-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,Off-St-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,141.4,5,0.0,38.178
1410,Us-2023-101931,2023-10-28,2023-10-31,First Class,Ts-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,Off-Su-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,480.74,2,0.0,14.422200000000032
1411,Us-2023-101931,2023-10-28,2023-10-31,First Class,Ts-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,Off-Su-10002301,Office Supplies,Supplies,Serrated Blade Or Curved Handle Hand Letter Openers,6.28,2,0.0,0.06280000000000019
1412,Us-2023-107769,2023-10-28,2023-11-01,Standard Class,Bt-11395,Bill Tyler,Corporate,United States,Garden City,Kansas,67846,Central,Tec-Ph-10001336,Technology,Phones,Digium D40 Voip Phone,257.98,2,0.0,74.8142
1413,Us-2023-166590,2023-10-29,2023-11-02,Standard Class,Nc-18625,Noah Childs,Corporate,United States,Columbus,Indiana,47201,Central,Off-Pa-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.663599999999995
1414,Us-2023-166590,2023-10-29,2023-11-02,Standard Class,Nc-18625,Noah Childs,Corporate,United States,Columbus,Indiana,47201,Central,Tec-Ac-10003433,Technology,Accessories,Maxell 4.7Gb Dvd+R 5/Pack,1.98,2,0.0,0.891
1415,Us-2023-154627,2023-10-29,2023-10-31,First Class,Sa-20830,Sue Ann Reed,Consumer,United States,Chicago,Illinois,60610,Central,Tec-Ph-10001363,Technology,Phones,Apple Iphone 5S,2735.952,6,0.2,341.9939999999997
1416,Us-2023-145387,2023-10-31,2023-11-02,Second Class,Am-10705,Anne Mcfarland,Consumer,United States,Cranston,Rhode Island,2920,East,Fur-Ch-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,1604.9,5,0.0,481.4699999999999
1417,Us-2023-106439,2023-10-31,2023-11-04,Standard Class,Gg-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,Fur-Ch-10003833,Furniture,Chairs,Novimex Fabric Task Chair,146.352,3,0.2,-9.147000000000006
1418,Us-2023-145387,2023-10-31,2023-11-02,Second Class,Am-10705,Anne Mcfarland,Consumer,United States,Cranston,Rhode Island,2920,East,Fur-Fu-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,17.669999999999998,3,0.0,7.774800000000001
1419,Us-2023-145387,2023-10-31,2023-11-02,Second Class,Am-10705,Anne Mcfarland,Consumer,United States,Cranston,Rhode Island,2920,East,Fur-Fu-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2,0.0,4.280399999999998
1420,Us-2023-145387,2023-10-31,2023-11-02,Second Class,Am-10705,Anne Mcfarland,Consumer,United States,Cranston,Rhode Island,2920,East,Fur-Ta-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" X 96"" Rectangular Conference Tables",385.686,1,0.3,-60.607800000000026
1421,Us-2023-108609,2023-10-31,2023-11-02,Second Class,Aj-10780,Anthony Jacobs,Corporate,United States,Lorain,Ohio,44052,East,Fur-Ta-10003954,Furniture,Tables,Hon 94000 Series Round Tables,1421.664,8,0.4,-734.5264
1422,Us-2023-106439,2023-10-31,2023-11-04,Standard Class,Gg-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,Off-Ar-10001419,Office Supplies,Art,Newell 325,12.39,3,0.0,3.7169999999999996
1423,Us-2023-145387,2023-10-31,2023-11-02,Second Class,Am-10705,Anne Mcfarland,Consumer,United States,Cranston,Rhode Island,2920,East,Off-Ar-10001683,Office Supplies,Art,Lumber Crayons,49.25,5,0.0,18.715000000000003
1424,Us-2023-106439,2023-10-31,2023-11-04,Standard Class,Gg-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,Off-Bi-10002571,Office Supplies,Binders,"Avery Framed View Binder, Ezd Ring (Locking), Navy, 1 1/2""",15.968000000000002,2,0.2,5.389199999999999
1425,Us-2023-145387,2023-10-31,2023-11-02,Second Class,Am-10705,Anne Mcfarland,Consumer,United States,Cranston,Rhode Island,2920,East,Off-Bi-10004001,Office Supplies,Binders,Gbc Recycled Velobinder Covers,34.08,2,0.0,15.676799999999997
1426,Us-2023-106439,2023-10-31,2023-11-04,Standard Class,Gg-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,Off-Bi-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/Pkg",19.296,3,0.2,6.029999999999999
1427,Us-2023-106439,2023-10-31,2023-11-04,Standard Class,Gg-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,Off-Fa-10002975,Office Supplies,Fasteners,Staples,11.34,3,0.0,5.2164
1428,Us-2023-106439,2023-10-31,2023-11-04,Standard Class,Gg-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,Off-Pa-10000477,Office Supplies,Paper,Xerox 1952,64.74000000000001,13,0.0,30.427800000000005
1429,Us-2023-145387,2023-10-31,2023-11-02,Second Class,Am-10705,Anne Mcfarland,Consumer,United States,Cranston,Rhode Island,2920,East,Off-Pa-10002195,Office Supplies,Paper,"Rsvp Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",10.16,2,0.0,4.7752
1430,Us-2023-106439,2023-10-31,2023-11-04,Standard Class,Gg-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,Off-St-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,405.64,4,0.0,12.16919999999999
1431,Us-2023-106439,2023-10-31,2023-11-04,Standard Class,Gg-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,Off-St-10003996,Office Supplies,Storage,"Letter/Legal File Tote With Clear Snap-On Lid, Black Granite",80.3,5,0.0,20.877999999999997
1432,Us-2023-106439,2023-10-31,2023-11-04,Standard Class,Gg-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,Tec-Ac-10004568,Technology,Accessories,Maxell Lto Ultrium - 800 Gb,251.91,9,0.0,47.86289999999998
1433,Us-2023-167262,2023-10-31,2023-11-03,Second Class,Ac-10450,Amy Cox,Consumer,United States,Avondale,Arizona,85323,West,Tec-Ph-10000486,Technology,Phones,Plantronics Hl10 Handset Lifter,742.336,8,0.2,83.51279999999991
1434,Us-2023-120313,2023-10-31,2023-11-02,Second Class,Nl-18310,Nancy Lomonaco,Home Office,United States,San Francisco,California,94110,West,Tec-Ph-10003092,Technology,Phones,Motorola L804,73.584,2,0.2,8.278199999999998
1435,Us-2023-114195,2023-11-01,2023-11-03,First Class,Ea-14035,Erin Ashbrook,Corporate,United States,Mason,Ohio,45040,East,Fur-Fu-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",68.704,2,0.2,16.317200000000003
1436,Us-2023-137155,2023-11-01,2023-11-05,Standard Class,Dl-12925,Daniel Lacy,Consumer,United States,Long Beach,New York,11561,East,Fur-Fu-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",31.68,6,0.0,9.820799999999998
1437,Us-2023-137155,2023-11-01,2023-11-05,Standard Class,Dl-12925,Daniel Lacy,Consumer,United States,Long Beach,New York,11561,East,Off-Ap-10002518,Office Supplies,Appliances,Kensington 7 Outlet Masterpiece Power Center,533.9399999999999,3,0.0,154.84259999999995
1438,Us-2023-139423,2023-11-01,2023-11-05,Standard Class,Dg-13300,Deirdre Greer,Corporate,United States,Orange,New Jersey,7050,East,Off-Ap-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0.0,22.074799999999996
1439,Us-2023-102673,2023-11-01,2023-11-05,Standard Class,Kh-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,Off-Ar-10000634,Office Supplies,Art,Newell 320,10.272000000000002,3,0.2,0.8988
1440,Us-2023-134313,2023-11-01,2023-11-07,Standard Class,Ra-19915,Russell Applegate,Consumer,United States,Denver,Colorado,80219,West,Off-Ar-10001897,Office Supplies,Art,Model L Table Or Wall-Mount Pencil Sharpener,43.176,3,0.2,4.3176000000000005
1441,Us-2023-152562,2023-11-01,2023-11-08,Standard Class,Jo-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,Off-Ar-10001919,Office Supplies,Art,"Oic #2 Pencils, Medium Soft",5.64,3,0.0,1.6355999999999997
1442,Us-2023-114195,2023-11-01,2023-11-03,First Class,Ea-14035,Erin Ashbrook,Corporate,United States,Mason,Ohio,45040,East,Off-Bi-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,3.132,2,0.7,-2.6099999999999994
1443,Us-2023-114195,2023-11-01,2023-11-03,First Class,Ea-14035,Erin Ashbrook,Corporate,United States,Mason,Ohio,45040,East,Off-Bi-10001658,Office Supplies,Binders,Gbc Standard Therm-A-Bind Covers,22.428000000000004,3,0.7,-17.942399999999992
1444,Us-2023-102673,2023-11-01,2023-11-05,Standard Class,Kh-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,Off-Fa-10003021,Office Supplies,Fasteners,Staples,7.52,5,0.2,1.4099999999999997
1445,Us-2023-102673,2023-11-01,2023-11-05,Standard Class,Kh-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,Off-La-10001771,Office Supplies,Labels,Avery 513,47.80800000000001,12,0.2,15.537599999999998
1446,Us-2023-168305,2023-11-01,2023-11-08,Standard Class,Pl-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049,West,Off-La-10003498,Office Supplies,Labels,Avery 475,44.400000000000006,3,0.0,22.200000000000003
1447,Us-2023-126907,2023-11-01,2023-11-08,Standard Class,Sm-20950,Suzanne Mcnair,Corporate,United States,Chicago,Illinois,60610,Central,Off-Pa-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,15.696000000000002,3,0.2,5.1011999999999995
1448,Us-2023-137155,2023-11-01,2023-11-05,Standard Class,Dl-12925,Daniel Lacy,Consumer,United States,Long Beach,New York,11561,East,Off-Pa-10000806,Office Supplies,Paper,Xerox 1934,167.94,3,0.0,82.2906
1449,Us-2023-168305,2023-11-01,2023-11-08,Standard Class,Pl-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049,West,Off-Pa-10004947,Office Supplies,Paper,Easy-Staple Paper,21.400000000000002,5,0.0,9.629999999999999
1450,Us-2023-152562,2023-11-01,2023-11-08,Standard Class,Jo-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,Off-St-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart And Caster Set, Three Stacking Bins",69.52,2,0.0,19.465600000000002
1451,Us-2023-148915,2023-11-01,2023-11-05,Standard Class,Nd-18370,Natalie Decherney,Consumer,United States,Portland,Oregon,97206,West,Off-St-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model Ar050B",443.92,5,0.2,-94.33299999999997
1452,Us-2023-148915,2023-11-01,2023-11-05,Standard Class,Nd-18370,Natalie Decherney,Consumer,United States,Portland,Oregon,97206,West,Tec-Ph-10000673,Technology,Phones,Plantronics Voyager Pro Hd - Bluetooth Headset,155.976,3,0.2,54.5916
1453,Us-2023-134313,2023-11-01,2023-11-07,Standard Class,Ra-19915,Russell Applegate,Consumer,United States,Denver,Colorado,80219,West,Tec-Ph-10001795,Technology,Phones,Clearone Chatattach 160 - Speaker Phone,1983.968,4,0.2,247.9959999999998
1454,Us-2023-102673,2023-11-01,2023-11-05,Standard Class,Kh-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,Tec-Ph-10004434,Technology,Phones,Cisco Ip Phone 7961G Voip Phone - Dark Gray,978.8399999999999,9,0.2,110.1194999999999
1455,Us-2023-107454,2023-11-02,2023-11-06,Standard Class,Rd-19720,Roger Demir,Consumer,United States,New York City,New York,10024,East,Fur-Fu-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,89.34,6,0.0,24.121800000000004
1456,Us-2023-129147,2023-11-02,2023-11-06,Standard Class,Lc-17050,Liz Carlisle,Consumer,United States,Medina,Ohio,44256,East,Off-Bi-10001098,Office Supplies,Binders,Acco D-Ring Binder W/Dubllock,19.242,3,0.7,-13.4694
